lag,direction,F_statistic,p_value,ETF
1,Flows → Returns,0.11887691975865858,0.7322080179159676,CGW
2,Flows → Returns,0.16636090034073958,0.8474256487591956,CGW
3,Flows → Returns,0.4540749734834775,0.7162847310450652,CGW
4,Flows → Returns,0.5210026553284284,0.7210066220464919,CGW
5,Flows → Returns,0.8288294668324407,0.5413079282829992,CGW
1,Returns → Flows,0.35270304745248915,0.5562007963320386,DSI
2,Returns → Flows,0.04484266950691339,0.9562043531790437,DSI
3,Returns → Flows,0.08763035492348421,0.9663004668108017,DSI
4,Returns → Flows,0.3064905388468357,0.8711626213338223,DSI
5,Returns → Flows,0.6294494850636616,0.6789464496988047,DSI
1,Flows → Returns,0.5227705043428059,0.4742083067787418,DSI
2,Flows → Returns,0.9365625318935321,0.4018509436153354,DSI
3,Flows → Returns,1.0756511832792555,0.37374823855615813,DSI
4,Flows → Returns,0.7479205778342034,0.5676950819881745,DSI
5,Flows → Returns,0.6154006077318637,0.6891224862251832,DSI
1,Returns → Flows,1.3928888769159395,0.24545004880495824,FPX
2,Returns → Flows,0.7400351378288039,0.4846247348586745,FPX
3,Returns → Flows,0.4988185032706875,0.6858231747640637,FPX
4,Returns → Flows,0.3272456050056927,0.8572847495384802,FPX
5,Returns → Flows,0.2891724373780674,0.9144872028566375,FPX
1,Flows → Returns,1.0918844700674493,0.3028330739114591,FPX
2,Flows → Returns,0.32074340051965206,0.727780960636041,FPX
3,Flows → Returns,0.5256727229318652,0.6679005097896838,FPX
4,Flows → Returns,0.705991241863397,0.5945761572087538,FPX
5,Flows → Returns,0.4963705031932895,0.7758957470515374,FPX
1,Returns → Flows,0.8232525666805937,0.3701026213527935,GII
2,Returns → Flows,0.45053187345607304,0.6410387780631716,GII
3,Returns → Flows,0.6641264256740046,0.580426929333371,GII
4,Returns → Flows,0.4251053879350374,0.7891841338797828,GII
5,Returns → Flows,1.1238144707272975,0.3734320053943322,GII
1,Flows → Returns,0.49042441588731045,0.48811848658998847,GII
2,Flows → Returns,0.2822604735452312,0.7558269519859349,GII
3,Flows → Returns,0.7963571737764363,0.505302033724405,GII
4,Flows → Returns,0.6816948259908996,0.6105014416979557,GII
5,Flows → Returns,0.4659104929817219,0.7978566085369743,GII
1,Returns → Flows,7.571987856282881,0.009126359460229135,GNR
2,Returns → Flows,3.769466651027879,0.03322009052806773,GNR
3,Returns → Flows,2.357881509863561,0.09080372781506665,GNR
4,Returns → Flows,3.06413040876096,0.032635685777603306,GNR
5,Returns → Flows,2.691703542824595,0.044408678267729366,GNR
1,Flows → Returns,1.9372093078246127e-05,0.9965118686564235,GNR
2,Flows → Returns,0.10322293983646996,0.9022074278353431,GNR
3,Flows → Returns,0.4280453193681317,0.7343139861989829,GNR
4,Flows → Returns,0.3036199279683234,0.8730591840837558,GNR
5,Flows → Returns,0.5178732124903843,0.7602671269260647,GNR
1,Returns → Flows,17.985667352283453,0.00014259687653715152,GRID
2,Returns → Flows,9.301416299792349,0.0005997722420049394,GRID
3,Returns → Flows,7.063048685565441,0.0009417443667802867,GRID
4,Returns → Flows,5.601195866918994,0.0019245230693627606,GRID
5,Returns → Flows,4.27174822199362,0.00604577334346933,GRID
1,Flows → Returns,0.14351226763391206,0.7069792487272315,GRID
2,Flows → Returns,0.0526141756799599,0.948823081374681,GRID
3,Flows → Returns,0.20652829399716882,0.891096244242314,GRID
4,Flows → Returns,0.19079671736286577,0.9411963138561535,GRID
5,Flows → Returns,0.11929435788305452,0.9868786814932019,GRID
1,Returns → Flows,9.309766741399285,0.004201198670446102,GUNR
2,Returns → Flows,3.912838495873702,0.02955363759230565,GUNR
3,Returns → Flows,2.334239044356147,0.09317601389609621,GUNR
4,Returns → Flows,2.5001647929513178,0.0651312799978802,GUNR
5,Returns → Flows,3.2701770372666665,0.020831702174739505,GUNR
1,Flows → Returns,0.07271773862300827,0.7889183761814608,GUNR
2,Flows → Returns,0.5929998146819428,0.5582817039856711,GUNR
3,Flows → Returns,1.9515693103338967,0.14184383849562823,GUNR
4,Flows → Returns,1.8268168962546547,0.15166930135658785,GUNR
5,Flows → Returns,1.389120087522056,0.26217757994944546,GUNR
1,Returns → Flows,4.021450583612643,0.05228067339708178,IGE
2,Returns → Flows,3.1528190248177164,0.05545273620471873,IGE
3,Returns → Flows,1.9710049755349464,0.13883300080328895,IGE
4,Returns → Flows,1.8768606400260737,0.14237797438368932,IGE
5,Returns → Flows,1.9368305519347977,0.123771785624391,IGE
1,Flows → Returns,0.0892019619930372,0.7668651861085263,IGE
2,Flows → Returns,2.3943054584653165,0.10645589835645729,IGE
3,Flows → Returns,2.182719844230241,0.10997852468915913,IGE
4,Flows → Returns,1.5152694438627257,0.2246867953189565,IGE
5,Flows → Returns,1.6311615305708294,0.18843367378923698,IGE
1,Returns → Flows,2.0044433350329953,0.1652021002470454,IGF
2,Returns → Flows,1.8013047833302784,0.18048280758534976,IGF
3,Returns → Flows,2.4676736577506273,0.0805789018243586,IGF
4,Returns → Flows,3.2648722824160905,0.02564770713236737,IGF
5,Returns → Flows,3.587426014226415,0.01393362141713136,IGF
1,Flows → Returns,0.7697543413259705,0.38595451488868926,IGF
2,Flows → Returns,0.3739464923628114,0.6908082401283884,IGF
3,Flows → Returns,0.27818832913102204,0.8406926936559742,IGF
4,Flows → Returns,0.5866832352853087,0.6749276283465964,IGF
5,Flows → Returns,0.7410444245466196,0.6000100842292706,IGF
1,Returns → Flows,2.03308709055261,0.16229065304492515,LIT
2,Returns → Flows,1.3991511645703516,0.2606569298594734,LIT
3,Returns → Flows,1.4220459217709849,0.25506399777123684,LIT
4,Returns → Flows,0.970781835888881,0.43907860664639387,LIT
5,Returns → Flows,0.9162669999277855,0.4866012516402124,LIT
1,Flows → Returns,0.5429062278066832,0.4658774470221807,LIT
2,Flows → Returns,0.6480903535868695,0.5293835569314955,LIT
3,Flows → Returns,0.5004643692181646,0.6847166067828696,LIT
4,Flows → Returns,0.7800728591931873,0.5476266641027935,LIT
5,Flows → Returns,0.5452331319206613,0.7402990216255388,LIT
1,Returns → Flows,0.5500306345269509,0.4629869964985037,MOO
2,Returns → Flows,0.45519521257727213,0.6381335679371294,MOO
3,Returns → Flows,0.5084905702645478,0.6793352906092569,MOO
4,Returns → Flows,0.5613434390349418,0.692590831853283,MOO
5,Returns → Flows,1.6971002766325294,0.1721193231758455,MOO
1,Flows → Returns,3.2518720210569634,0.07949027979491625,MOO
2,Flows → Returns,1.4084283841402387,0.25843275336696125,MOO
3,Flows → Returns,0.5091053547871424,0.6789241292725752,MOO
4,Flows → Returns,0.40130331062807123,0.806019388289237,MOO
5,Flows → Returns,0.4343870114798186,0.820248891491844,MOO
1,Returns → Flows,0.6609359267773844,0.42143036431180614,NFRA
2,Returns → Flows,1.9405771908896003,0.15920148065799078,NFRA
3,Returns → Flows,1.2207635668438777,0.31866772541294835,NFRA
4,Returns → Flows,1.603758374427806,0.20100194121062703,NFRA
5,Returns → Flows,1.3884151469484751,0.2624279105706109,NFRA
1,Flows → Returns,0.022070726618974336,0.8827058445032732,NFRA
2,Flows → Returns,0.10514879000005227,0.9004821468801832,NFRA
3,Flows → Returns,0.5594352897356331,0.6457848769175825,NFRA
4,Flows → Returns,0.2944869014969781,0.8790526252370807,NFRA
5,Flows → Returns,0.23834135443800325,0.9417496565680923,NFRA
1,Returns → Flows,15.440732069710986,0.000358645480993751,PBW
2,Returns → Flows,5.547705240731357,0.008220376973732442,PBW
3,Returns → Flows,3.0556226193457743,0.04290041075199942,PBW
4,Returns → Flows,1.8841447187357223,0.1410740838903393,PBW
5,Returns → Flows,1.4535610054614412,0.24021963999624768,PBW
1,Flows → Returns,0.2181313457731474,0.6432062188432001,PBW
2,Flows → Returns,0.2082785645955201,0.8130090729124586,PBW
3,Flows → Returns,0.5733525741426055,0.6368103690379354,PBW
4,Flows → Returns,0.6439255205828645,0.6357285726551374,PBW
5,Flows → Returns,0.7553071032211773,0.5902394540470974,PBW
1,Returns → Flows,0.2202425616813799,0.6416089987253552,PHO
2,Returns → Flows,3.054205964541949,0.06027519948603907,PHO
3,Returns → Flows,3.1983510559956048,0.03690854574578609,PHO
4,Returns → Flows,2.512966728010311,0.06410427392134356,PHO
5,Returns → Flows,1.7834307257157789,0.15285143810482454,PHO
1,Flows → Returns,2.956051225288109,0.0939134359898347,PHO
2,Flows → Returns,1.0829059923572413,0.3500030640230744,PHO
3,Flows → Returns,1.1593969079290134,0.34094527986060136,PHO
4,Flows → Returns,1.4383984966936585,0.24744187252691846,PHO
5,Flows → Returns,0.9161016317718895,0.4867009009249669,PHO
1,Returns → Flows,0.006898279775442396,0.9342548288901072,ROBO
2,Returns → Flows,0.6887410409977154,0.5090775615862615,ROBO
3,Returns → Flows,0.40320949537714335,0.7516974938646797,ROBO
4,Returns → Flows,0.28136212236894076,0.8875496928364546,ROBO
5,Returns → Flows,0.2579372917776205,0.9317102593986049,ROBO
1,Flows → Returns,0.960810388306528,0.3333489361734999,ROBO
2,Flows → Returns,0.40728273650955843,0.6686593873951281,ROBO
3,Flows → Returns,0.3408969545548314,0.7958915820932979,ROBO
4,Flows → Returns,0.4235806836632634,0.7902654828049983,ROBO
5,Flows → Returns,0.6176692758676419,0.6874767748168913,ROBO
1,Returns → Flows,0.15709063648301658,0.6941259856144029,SUSA
2,Returns → Flows,0.7619276510732879,0.47456971388142344,SUSA
3,Returns → Flows,0.5260772822890775,0.6676327035875527,SUSA
4,Returns → Flows,0.48485187799472346,0.7466772550079805,SUSA
5,Returns → Flows,0.3726842922787765,0.8625246909380697,SUSA
1,Flows → Returns,1.4629725486228318,0.23412955404129013,SUSA
2,Flows → Returns,0.7673066612531083,0.47213314791505556,SUSA
3,Flows → Returns,0.5831147148834516,0.6305661219380156,SUSA
4,Flows → Returns,1.2048088310620693,0.33077816585100683,SUSA
5,Flows → Returns,1.0371341013109314,0.4177920970433392,SUSA
1,Returns → Flows,0.9321360532211463,0.34133097721521455,XT
2,Returns → Flows,0.8781888408442684,0.42594590236486185,XT
3,Returns → Flows,0.8831672026005986,0.4622146480580066,XT
4,Returns → Flows,0.9024179840573177,0.478126202573562,XT
5,Returns → Flows,0.8905757873245675,0.505039571197637,XT
1,Flows → Returns,0.3603985413678682,0.5523857731440707,XT
2,Flows → Returns,2.2358527799303887,0.12441629011295957,XT
3,Flows → Returns,0.3336314912704832,0.8010927838465425,XT
4,Flows → Returns,2.171470711908736,0.10287450516461508,XT
5,Flows → Returns,2.5336662880657737,0.060496539326982894,XT
